uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	cat	assoc_share	assoc_rank	highest_phase_with_known_outcome	genetic_insight	target_status
PI4KA-D006526	0.248	1	PI4KA-D006526	PI4KA	D006526	Hepatitis C	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	369703	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.0486410698878343	0.24	2	Preclinical	0.24	2	0	gwas	unsupported target
PI4KA-D008288	0.249	1	PI4KA-D008288	PI4KA	D008288	Malaria	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	369703	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	0.0486410698878343	0.24	2	Preclinical	0.24	2	NA	gwas	unsupported target
PI4KB-D001249	0.437	1	PI4KB-D001249	PI4KB	D001249	Asthma	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	369719	D008232	Lymphoproliferative Disorders	OTG	NA	Monocyte count	https://genetics.opentargets.org/study/GCST90056177	2021	NA	NA	0.652320894552074	0.34	1	Preclinical	0.34	1	NA	both	unsupported target
PI4KB-D006526	0.362	1	PI4KB-D006526	PI4KB	D006526	Hepatitis C	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	369718	D008218	Lymphocytosis	OTG	NA	Lymphocyte counts	https://genetics.opentargets.org/study/GCST90025984	2021	NA	NA	0.690185641957679	0.15	3	Preclinical	0.15	3	0	gwas	unsupported target
PI4KB-D014777	0.268	1	PI4KB-D014777	PI4KB	D014777	Virus Diseases	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	369719	D008232	Lymphoproliferative Disorders	OTG	NA	Monocyte count	https://genetics.opentargets.org/study/GCST90056177	2021	NA	NA	0.652320894552074	0.34	1	Preclinical	0.34	1	0	omim/tcga	unsupported target
PI4KB-D029424	0.229	2	PI4KB-D029424	PI4KB	D029424	Pulmonary Disease, Chronic Obstructive	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	369719	D008232	Lymphoproliferative Disorders	OTG	NA	Monocyte count	https://genetics.opentargets.org/study/GCST90056177	2021	NA	NA	0.652320894552074	0.34	1	Phase I	0.34	1	0	both	unsupported target
PIGR-D012120	0.2	1	PIGR-D012120	PIGR	D012120	Respiration Disorders	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	370758	D008218	Lymphocytosis	OTG	NA	Lymphocyte counts	https://genetics.opentargets.org/study/GCST90002316	2020	NA	NA	0.464810719396384	0.16	3	Preclinical	0.16	3	0	both	unsupported target
PIK3C2B-D009369	1	2	PIK3C2B-D009369	PIK3C2B	D009369	Neoplasms	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	371049	D009369	Neoplasms	OTG	NA	Benign neoplasms	https://genetics.opentargets.org/study/FINNGEN_R6_CD2_BENIGN	2022	NA	NA	0.705112721417069	0.31	2	Phase I	0.31	2	0	gwas	genetically supported target
PIK3C3-D001932	0.22	1	PIK3C3-D001932	PIK3C3	D001932	Brain Neoplasms	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	371117	D003924	Diabetes Mellitus, Type 2	OTG	NA	Type 2 diabetes	https://genetics.opentargets.org/study/GCST010555	2020	NA	NA	0.772473369706417	0.55	1	Preclinical	0.55	1	NA	both	unsupported target
PIK3C3-D001943	0.221	1	PIK3C3-D001943	PIK3C3	D001943	Breast Neoplasms	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	371117	D003924	Diabetes Mellitus, Type 2	OTG	NA	Type 2 diabetes	https://genetics.opentargets.org/study/GCST010555	2020	NA	NA	0.772473369706417	0.55	1	Preclinical	0.55	1	0	both	unsupported target
PIK3C3-D005909	0.21	1	PIK3C3-D005909	PIK3C3	D005909	Glioblastoma	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	371117	D003924	Diabetes Mellitus, Type 2	OTG	NA	Type 2 diabetes	https://genetics.opentargets.org/study/GCST010555	2020	NA	NA	0.772473369706417	0.55	1	Preclinical	0.55	1	NA	gwas	unsupported target
PIK3C3-D008527	0.205	1	PIK3C3-D008527	PIK3C3	D008527	Medulloblastoma	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	371117	D003924	Diabetes Mellitus, Type 2	OTG	NA	Type 2 diabetes	https://genetics.opentargets.org/study/GCST010555	2020	NA	NA	0.772473369706417	0.55	1	Preclinical	0.55	1	NA	gwas	unsupported target
PIK3C3-D009369	0.271	2	PIK3C3-D009369	PIK3C3	D009369	Neoplasms	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	371117	D003924	Diabetes Mellitus, Type 2	OTG	NA	Type 2 diabetes	https://genetics.opentargets.org/study/GCST010555	2020	NA	NA	0.772473369706417	0.55	1	Phase I	0.55	1	0	gwas	unsupported target
PIK3C3-D054990	0.206	2	PIK3C3-D054990	PIK3C3	D054990	Idiopathic Pulmonary Fibrosis	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	371117	D003924	Diabetes Mellitus, Type 2	OTG	NA	Type 2 diabetes	https://genetics.opentargets.org/study/GCST010555	2020	NA	NA	0.772473369706417	0.55	1	Phase I	0.55	1	0	both	unsupported target
PIK3CA-D000086382	0	1	PIK3CA-D000086382	PIK3CA	D000086382	COVID-19	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	371152	C093622	rizatriptan	OTG	NA	Maxalt 5mg tablet | treatment/medication code	https://genetics.opentargets.org/study/NEALE2_20003_1141167940	2018	NA	NA	0.0725531107738999	0.49	1	Preclinical	0.49	1	NA	gwas	unsupported target
PIK3CA-D000690	0.213	2	PIK3CA-D000690	PIK3CA	D000690	Amyotrophic Lateral Sclerosis	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	TRUE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	0	both	unsupported target
PIK3CA-D000755	0.741	1	PIK3CA-D000755	PIK3CA	D000755	Anemia, Sickle Cell	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	371158	D000740	Anemia	OTG	NA	Mean corpuscular volume	https://genetics.opentargets.org/study/GCST004602	2016	NA	NA	0.685657751091703	0.3	2	Preclinical	0.3	2	0	both	unsupported target
PIK3CA-D001165	0.218	3	PIK3CA-D001165	PIK3CA	D001165	Arteriovenous Malformations	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	1	both	unsupported target
PIK3CA-D001168	0.291	1	PIK3CA-D001168	PIK3CA	D001168	Arthritis	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	both	unsupported target
PIK3CA-D001249	0.773	1	PIK3CA-D001249	PIK3CA	D001249	Asthma	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	371181	D002289	Carcinoma, Non-Small-Cell Lung	intOGen	oncogene	Lung Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=LUAD	2023	NA	NA	NA	NA	NA	Preclinical	NA	NA	NA	both	unsupported target
PIK3CA-D001650	0.743	2	PIK3CA-D001650	PIK3CA	D001650	Bile Duct Neoplasms	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	371201	D007414	Intestinal Neoplasms	intOGen	oncogene	Small Bowel Cancer	https://www.intogen.org/search?gene=PIK3CA&cancer=SBC	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	0	both	unsupported target
PIK3CA-D001749	1	2	PIK3CA-D001749	PIK3CA	D001749	Urinary Bladder Neoplasms	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	371178	D001749	Urinary Bladder Neoplasms	intOGen	oncogene	Bladder Urothelial Carcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=BLCA	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	0	both	genetically supported target
PIK3CA-D001932	0.589	4	PIK3CA-D001932	PIK3CA	D001932	Brain Neoplasms	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	371201	D007414	Intestinal Neoplasms	intOGen	oncogene	Small Bowel Cancer	https://www.intogen.org/search?gene=PIK3CA&cancer=SBC	2023	NA	NA	NA	NA	NA	Phase III	NA	NA	2	both	unsupported target
PIK3CA-D001943	0.833	5	PIK3CA-D001943	PIK3CA	D001943	Breast Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	NA	371220	D018270	Carcinoma, Ductal, Breast	intOGen	oncogene	Invasive Breast Carcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=BRCA	2023	NA	NA	NA	NA	NA	Launched	NA	NA	3	both	genetically supported target
PIK3CA-D002289	1	3	PIK3CA-D002289	PIK3CA	D002289	Carcinoma, Non-Small-Cell Lung	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	371181	D002289	Carcinoma, Non-Small-Cell Lung	intOGen	oncogene	Lung Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=LUAD	2023	NA	NA	NA	NA	NA	Phase II	NA	NA	1	both	genetically supported target
PIK3CA-D002583	0.918	2	PIK3CA-D002583	PIK3CA	D002583	Uterine Cervical Neoplasms	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	371215	D014594	Uterine Neoplasms	intOGen	oncogene	Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor	https://www.intogen.org/search?gene=PIK3CA&cancer=UCS	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	0	gwas	genetically supported target
PIK3CA-D004535	0.435	4	PIK3CA-D004535	PIK3CA	D004535	Ehlers-Danlos Syndrome	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	371158	D000740	Anemia	OTG	NA	Mean corpuscular volume	https://genetics.opentargets.org/study/GCST004602	2016	NA	NA	0.685657751091703	0.3	2	Phase III	0.3	2	2	both	unsupported target
PIK3CA-D004646	0.302	2	PIK3CA-D004646	PIK3CA	D004646	Emphysema	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	371223	D045262	Reticulocytosis	OTG	NA	Reticulocyte fraction of red cells	https://genetics.opentargets.org/study/GCST90002406	2020	NA	NA	0.010428026172301	0.83	1	Phase I	0.83	1	1	both	unsupported target
PIK3CA-D004938	1	3	PIK3CA-D004938	PIK3CA	D004938	Esophageal Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	371194	D004938	Esophageal Neoplasms	intOGen	oncogene	Esophageal Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=ESCA	2023	NA	NA	NA	NA	NA	Phase II	NA	NA	1	both	genetically supported target
PIK3CA-D005128	0.27	1	PIK3CA-D005128	PIK3CA	D005128	Eye Diseases	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	gwas	unsupported target
PIK3CA-D005909	1	4	PIK3CA-D005909	PIK3CA	D005909	Glioblastoma	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	371195	D005909	Glioblastoma	intOGen	oncogene	Glioblastoma Multiforme	https://www.intogen.org/search?gene=PIK3CA&cancer=GBM	2023	NA	NA	NA	NA	NA	Phase III	NA	NA	2	gwas	genetically supported target
PIK3CA-D006223	1	1	PIK3CA-D006223	PIK3CA	D006223	Hamartoma Syndrome, Multiple	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	omim/tcga	genetically supported target
PIK3CA-D006258	0.849	4	PIK3CA-D006258	PIK3CA	D006258	Head and Neck Neoplasms	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	TRUE	NA	371214	D013964	Thyroid Neoplasms	intOGen	oncogene	Well-Differentiated Thyroid Cancer	https://www.intogen.org/search?gene=PIK3CA&cancer=WDTC	2023	NA	NA	NA	NA	NA	Phase III	NA	NA	2	both	genetically supported target
PIK3CA-D006333	0.227	1	PIK3CA-D006333	PIK3CA	D006333	Heart Failure	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	both	unsupported target
PIK3CA-D006509	0.549	2	PIK3CA-D006509	PIK3CA	D006509	Hepatitis B	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	371200	D006528	Carcinoma, Hepatocellular	intOGen	oncogene	Hepatocellular Carcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=HCC	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	1	gwas	unsupported target
PIK3CA-D006526	0.543	3	PIK3CA-D006526	PIK3CA	D006526	Hepatitis C	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	371200	D006528	Carcinoma, Hepatocellular	intOGen	oncogene	Hepatocellular Carcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=HCC	2023	NA	NA	NA	NA	NA	Phase II	NA	NA	2	gwas	unsupported target
PIK3CA-D006976	0.576	2	PIK3CA-D006976	PIK3CA	D006976	Hypertension, Pulmonary	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	371181	D002289	Carcinoma, Non-Small-Cell Lung	intOGen	oncogene	Lung Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=LUAD	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	1	omim/tcga	unsupported target
PIK3CA-D007249	0.331	1	PIK3CA-D007249	PIK3CA	D007249	Inflammation	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	371223	D045262	Reticulocytosis	OTG	NA	Reticulocyte fraction of red cells	https://genetics.opentargets.org/study/GCST90002406	2020	NA	NA	0.010428026172301	0.83	1	Preclinical	0.83	1	0	gwas	unsupported target
PIK3CA-D007680	0.904	2	PIK3CA-D007680	PIK3CA	D007680	Kidney Neoplasms	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	TRUE	NA	371184	D002292	Carcinoma, Renal Cell	intOGen	unknown	Renal Clear Cell Carcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=CCRCC	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	0	both	genetically supported target
PIK3CA-D008113	0.832	4	PIK3CA-D008113	PIK3CA	D008113	Liver Neoplasms	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	371200	D006528	Carcinoma, Hepatocellular	intOGen	oncogene	Hepatocellular Carcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=HCC	2023	NA	NA	NA	NA	NA	Phase III	NA	NA	2	gwas	genetically supported target
PIK3CA-D008175	0.852	1	PIK3CA-D008175	PIK3CA	D008175	Lung Neoplasms	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	371181	D002289	Carcinoma, Non-Small-Cell Lung	intOGen	oncogene	Lung Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=LUAD	2023	NA	NA	NA	NA	NA	Preclinical	NA	NA	NA	both	genetically supported target
PIK3CA-D008223	0.577	2	PIK3CA-D008223	PIK3CA	D008223	Lymphoma	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	FALSE	NA	371204	D008545	Melanoma	intOGen	oncogene	Melanoma	https://www.intogen.org/search?gene=PIK3CA&cancer=MEL	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	0	gwas	unsupported target
PIK3CA-D008224	0.497	5	PIK3CA-D008224	PIK3CA	D008224	Lymphoma, Follicular	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	371204	D008545	Melanoma	intOGen	oncogene	Melanoma	https://www.intogen.org/search?gene=PIK3CA&cancer=MEL	2023	NA	NA	NA	NA	NA	Launched	NA	NA	3	gwas	unsupported target
PIK3CA-D008228	0.563	4	PIK3CA-D008228	PIK3CA	D008228	Lymphoma, Non-Hodgkin	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	371204	D008545	Melanoma	intOGen	oncogene	Melanoma	https://www.intogen.org/search?gene=PIK3CA&cancer=MEL	2023	NA	NA	NA	NA	NA	Phase III	NA	NA	2	both	unsupported target
PIK3CA-D008258	0.501	4	PIK3CA-D008258	PIK3CA	D008258	Waldenstrom Macroglobulinemia	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	371204	D008545	Melanoma	intOGen	oncogene	Melanoma	https://www.intogen.org/search?gene=PIK3CA&cancer=MEL	2023	NA	NA	NA	NA	NA	Phase III	NA	NA	2	gwas	unsupported target
PIK3CA-D008268	0.386	1	PIK3CA-D008268	PIK3CA	D008268	Macular Degeneration	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	both	unsupported target
PIK3CA-D008527	1	4	PIK3CA-D008527	PIK3CA	D008527	Medulloblastoma	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	371203	D008527	Medulloblastoma	intOGen	oncogene	Medulloblastoma	https://www.intogen.org/search?gene=PIK3CA&cancer=MBL	2023	NA	NA	NA	NA	NA	Phase III	NA	NA	2	gwas	genetically supported target
PIK3CA-D008545	1	2	PIK3CA-D008545	PIK3CA	D008545	Melanoma	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	TRUE	NA	371204	D008545	Melanoma	intOGen	oncogene	Melanoma	https://www.intogen.org/search?gene=PIK3CA&cancer=MEL	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	0	both	genetically supported target
PIK3CA-D009101	0.535	1	PIK3CA-D009101	PIK3CA	D009101	Multiple Myeloma	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	TRUE	NA	371204	D008545	Melanoma	intOGen	oncogene	Melanoma	https://www.intogen.org/search?gene=PIK3CA&cancer=MEL	2023	NA	NA	NA	NA	NA	Preclinical	NA	NA	NA	gwas	unsupported target
PIK3CA-D009181	0.23	1	PIK3CA-D009181	PIK3CA	D009181	Mycoses	Preclinical	NA	Preclinical	1	NA	1	FALSE	NA	NA	NA	FALSE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Preclinical	NA	NA	0	gwas	unsupported target
PIK3CA-D009190	0.485	2	PIK3CA-D009190	PIK3CA	D009190	Myelodysplastic Syndromes	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	TRUE	NA	371158	D000740	Anemia	OTG	NA	Mean corpuscular volume	https://genetics.opentargets.org/study/GCST004602	2016	NA	NA	0.685657751091703	0.3	2	Phase I	0.3	2	0	omim/tcga	unsupported target
PIK3CA-D009369	0.571	3	PIK3CA-D009369	PIK3CA	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	1	gwas	unsupported target
PIK3CA-D009447	0.891	1	PIK3CA-D009447	PIK3CA	D009447	Neuroblastoma	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	371203	D008527	Medulloblastoma	intOGen	oncogene	Medulloblastoma	https://www.intogen.org/search?gene=PIK3CA&cancer=MBL	2023	NA	NA	NA	NA	NA	Preclinical	NA	NA	NA	gwas	genetically supported target
PIK3CA-D009506	0.816	3	PIK3CA-D009506	PIK3CA	D009506	Nevus	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	371204	D008545	Melanoma	intOGen	oncogene	Melanoma	https://www.intogen.org/search?gene=PIK3CA&cancer=MEL	2023	NA	NA	NA	NA	NA	Phase II	NA	NA	1	gwas	genetically supported target
PIK3CA-D010051	0.866	4	PIK3CA-D010051	PIK3CA	D010051	Ovarian Neoplasms	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	TRUE	NA	371215	D014594	Uterine Neoplasms	intOGen	oncogene	Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor	https://www.intogen.org/search?gene=PIK3CA&cancer=UCS	2023	NA	NA	NA	NA	NA	Phase III	NA	NA	2	gwas	genetically supported target
PIK3CA-D010190	1	3	PIK3CA-D010190	PIK3CA	D010190	Pancreatic Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	371205	D010190	Pancreatic Neoplasms	intOGen	oncogene	Pancreatic Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=PAAD	2023	NA	NA	NA	NA	NA	Phase II	NA	NA	1	gwas	genetically supported target
PIK3CA-D010300	0.228	2	PIK3CA-D010300	PIK3CA	D010300	Parkinson Disease	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	TRUE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	0	both	unsupported target
PIK3CA-D010534	0.738	3	PIK3CA-D010534	PIK3CA	D010534	Peritoneal Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	371201	D007414	Intestinal Neoplasms	intOGen	oncogene	Small Bowel Cancer	https://www.intogen.org/search?gene=PIK3CA&cancer=SBC	2023	NA	NA	NA	NA	NA	Phase II	NA	NA	2	omim/tcga	unsupported target
PIK3CA-D011087	0.572	2	PIK3CA-D011087	PIK3CA	D011087	Polycythemia Vera	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	371201	D007414	Intestinal Neoplasms	intOGen	oncogene	Small Bowel Cancer	https://www.intogen.org/search?gene=PIK3CA&cancer=SBC	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	1	both	unsupported target
PIK3CA-D011471	1	1	PIK3CA-D011471	PIK3CA	D011471	Prostatic Neoplasms	NA	Preclinical	Preclinical	NA	2	1	NA	NA	NA	NA	FALSE	NA	371207	D011471	Prostatic Neoplasms	intOGen	oncogene	Prostate Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=PRAD	2023	NA	NA	NA	NA	NA	Preclinical	NA	NA	NA	both	genetically supported target
PIK3CA-D012141	0.583	4	PIK3CA-D012141	PIK3CA	D012141	Respiratory Tract Infections	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	FALSE	NA	371181	D002289	Carcinoma, Non-Small-Cell Lung	intOGen	oncogene	Lung Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=LUAD	2023	NA	NA	NA	NA	NA	Phase III	NA	NA	3	both	unsupported target
PIK3CA-D012852	0.53	2	PIK3CA-D012852	PIK3CA	D012852	Sinusitis	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	371181	D002289	Carcinoma, Non-Small-Cell Lung	intOGen	oncogene	Lung Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=LUAD	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	1	gwas	unsupported target
PIK3CA-D012871	0.517	3	PIK3CA-D012871	PIK3CA	D012871	Skin Diseases	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	371220	D018270	Carcinoma, Ductal, Breast	intOGen	oncogene	Invasive Breast Carcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=BRCA	2023	NA	NA	NA	NA	NA	Phase II	NA	NA	2	gwas	unsupported target
PIK3CA-D012878	0.604	3	PIK3CA-D012878	PIK3CA	D012878	Skin Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	371218	D015179	Colorectal Neoplasms	intOGen	oncogene	Colorectal Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=COADREAD	2023	NA	NA	NA	NA	NA	Phase II	NA	NA	2	gwas	unsupported target
PIK3CA-D013274	1	2	PIK3CA-D013274	PIK3CA	D013274	Stomach Neoplasms	NA	Phase I	Phase I	NA	3	2	TRUE	NA	NA	NA	TRUE	NA	371210	D013274	Stomach Neoplasms	intOGen	oncogene	Stomach Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=STAD	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	0	both	genetically supported target
PIK3CA-D013736	0.894	2	PIK3CA-D013736	PIK3CA	D013736	Testicular Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	371207	D011471	Prostatic Neoplasms	intOGen	oncogene	Prostate Adenocarcinoma	https://www.intogen.org/search?gene=PIK3CA&cancer=PRAD	2023	NA	NA	NA	NA	NA	Phase I	NA	NA	1	both	genetically supported target
PIK3CA-D013922	0.801	2	PIK3CA-D013922	PIK3CA	D013922	Thrombocytosis	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	371211	D013921	Thrombocytopenia	OTG	NA	Red blood cell count	https://genetics.opentargets.org/study/GCST007069	2018	NA	NA	0.039722654224987	0.79	1	Phase I	0.79	1	1	both	genetically supported target
PIK3CA-D013927	0.23	2	PIK3CA-D013927	PIK3CA	D013927	Thrombosis	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	371198	D006223	Hamartoma Syndrome, Multiple	OMIM	NA	Cowden syndrome 5, 615108 (3)	https://omim.org/entry/171834	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	1	both	unsupported target
